[7l-dsk/total-
 read  writ
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0  4096B
   0     0 
   0     0 
   0     0 
   0    16k
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    48k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0  4096B
   0     0 
   0    16k
   0     0 
   0     0 
   0    40k
   0     0 
   0     0 
   0    28k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0    12k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    20k
   0     0 
   0     0 
   0     0 
   0     0 
   0    32k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0  4096B
   0     0 
   0     0 
   0     0 
   0    16k
   0  8192B
   0     0 
   0     0 
   0     0 
   0    28k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0  4096B
   0     0 
   0    16k
   0     0 
   0     0 
   0    16k
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    16k
   0     0 
   0     0 
   0     0 
   0     0 
   0    20k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
  36k   44k
   0     0 
   0     0 
   0     0 
   0     0 
   0    88k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
   0    28k
   0     0 
   0     0 
   0     0 
   0     0 
   0     0 
  40k   16k
   0     0 
   0     0 
  28k    0 
   0     0 
   0    36k
   0    68k
   0     0 
   0  4096B
   0     0 
   0     0 
  56k   48k
   0     0 
   0  4096B
   0     0 
   0     0 
   0    20k
   0     0 
   0  4096B
  20k   20k missed 8 ticks
   0     0 
 416k    0 
8192B  120k
8192B    0 
  20k  484k
2152k   92k
6516k    0 
5112k    0 
   0     0 
4096B    0 
4096B    0 
   0    36k
8192B    0 
4096B    0 
   0     0 
   0     0 
   0    20k
4096B    0 
   0     0 
   0     0 
 728k  336k
   0   184k
   0  4096B
   0     0 
 140k    0 
   0     0 
   0     0 
   0    56k
   0     0 
   0     0 
   0     0 
   0     0 
   0    36k
   0     0 
   0     0 
   0     0 
   0     0 
  24k  720k
   0     0 
   0     0 
   0     0 
